,OBJECTID,NAME,X,Y,Parish,Community,Buil_Value,Occupancy,Roof_type,Roof_shape,Constr_typ,Area,class,exposed,geom_id
670,9121,Government_Information_Service,-61.3803,15.3035,St._Luke,Bath Estate & Elmshall,191749.0,Govermental institute,Concrete,Flat shape,Concrete,426.109,1.0,100.0,9121
671,9122,,-61.3797,15.3033,St._Luke,Bath Estate & Elmshall,34058.3,Residential,Galvanized,V shape,Concrete,180.489,1.0,100.0,9122
672,9123,,-61.38,15.3035,St._Luke,Bath Estate & Elmshall,21955.6,Residential,Galvanized,V shape,Concrete,116.352,1.0,100.0,9123
673,9124,,-61.3795,15.3035,St._Luke,Bath Estate & Elmshall,23130.5,Residential,Galvanized,V shape,Concrete,122.578,1.0,100.0,9124
674,9125,,-61.379,15.3026,St._Luke,Bath Estate & Elmshall,32317.3,Residential,Galvanized,V shape,Concrete,171.263,1.0,100.0,9125
675,9127,,-61.3789,15.3023,St._Luke,Bath Estate & Elmshall,28471.4,Residential,Galvanized,Bell shape,Concrete,150.882,1.0,100.0,9127
676,9128,,-61.378,15.3029,St._Luke,Bath Estate & Elmshall,30627.1,Residential,Galvanized,Bell shape,Concrete,162.306,1.0,100.0,9128
677,9129,,-61.379,15.3024,St._Luke,Bath Estate & Elmshall,32007.9,Residential,Galvanized,Bell shape,Concrete,169.623,1.0,100.0,9129
678,9131,,-61.3777,15.3029,St._Luke,Bath Estate & Elmshall,33759.0,Residential,Galvanized,Bell shape,Concrete,178.903,1.0,100.0,9131
679,9132,,-61.3771,15.3019,St._Luke,Bath Estate & Elmshall,20862.5,Residential,Galvanized,V shape,Concrete,66.3353,1.0,100.0,9132
680,9133,,-61.3764,15.3015,St._Luke,Bath Estate & Elmshall,103956.0,Commercial,Concrete,Flat shape,Concrete,256.682,1.0,66.66666666666666,9133
681,9133,,-61.3764,15.3015,St._Luke,Bath Estate & Elmshall,103956.0,Commercial,Concrete,Flat shape,Concrete,256.682,2.0,33.33333333333333,9133
682,9134,,-61.3773,15.3019,St._Luke,Bath Estate & Elmshall,25570.9,Residential,Galvanized,V shape,Concrete,81.3067,1.0,100.0,9134
683,9135,,-61.3766,15.3019,St._Luke,Bath Estate & Elmshall,32917.4,Residential,Galvanized,Bell shape,Concrete,174.443,1.0,100.0,9135
684,9136,,-61.3764,15.3018,St._Luke,Bath Estate & Elmshall,21874.1,Residential,Galvanized,V shape,Concrete,115.92,1.0,100.0,9136
685,9137,,-61.3769,15.3019,St._Luke,Bath Estate & Elmshall,34269.6,Residential,Galvanized,V shape,Concrete,181.609,1.0,100.0,9137
686,9138,,-61.3764,15.3019,St._Luke,Bath Estate & Elmshall,22227.2,Residential,Galvanized,V shape,Concrete,117.791,1.0,100.0,9138
687,9139,,-61.3773,15.302,St._Luke,Bath Estate & Elmshall,21365.6,Residential,Galvanized,V shape,Concrete,67.9353,1.0,100.0,9139
688,9140,,-61.3764,15.3016,St._Luke,Bath Estate & Elmshall,20962.5,Residential,Galvanized,V shape,Concrete,111.089,1.0,100.0,9140
689,9141,,-61.3768,15.3019,St._Luke,Bath Estate & Elmshall,97343.8,Commercial,Concrete,Flat shape,Concrete,240.355,1.0,100.0,9141
690,9142,,-61.3776,15.3019,St._Luke,Bath Estate & Elmshall,92913.5,Commercial,Concrete,Flat shape,Concrete,229.416,1.0,100.0,9142
691,9143,,-61.3772,15.3018,St._Luke,Bath Estate & Elmshall,21427.3,Residential,Galvanized,V shape,Concrete,113.552,1.0,100.0,9143
692,9145,,-61.3795,15.3028,St._Luke,Bath Estate & Elmshall,82856.9,Commercial,Concrete,Flat shape,Concrete,204.585,1.0,100.0,9145
693,9146,,-61.3801,15.3027,St._Luke,Bath Estate & Elmshall,103292.0,Commercial,Concrete,Flat shape,Concrete,255.041,2.0,100.0,9146
694,9147,,-61.3754,15.3017,St._Luke,Bath Estate & Elmshall,34769.9,Residential,Galvanized,V shape,Concrete,184.26,2.0,100.0,9147
695,9148,,-61.3753,15.3017,St._Luke,Bath Estate & Elmshall,26111.0,Residential,Galvanized,Bell shape,Concrete,138.373,2.0,100.0,9148
696,9149,,-61.3752,15.3011,St._Luke,Bath Estate & Elmshall,20767.4,Residential,Galvanized,Bell shape,Concrete,110.055,1.0,100.0,9149
697,9150,,-61.3753,15.3013,St._Luke,Bath Estate & Elmshall,28921.3,Residential,Galvanized,Bell shape,Concrete,153.266,1.0,100.0,9150
698,9154,,-61.3755,15.3007,St._Luke,Bath Estate & Elmshall,25710.4,Residential,Galvanized,V shape,Concrete,81.7498,1.0,100.0,9154
699,9184,,-61.3789,15.3037,St._Luke,Bath Estate & Elmshall,47366.7,Residential,Concrete,Flat shape,Concrete,251.016,1.0,100.0,9184
700,9185,,-61.3788,15.3036,St._Luke,Bath Estate & Elmshall,37606.2,Residential,Galvanized,Bell shape,Concrete,199.291,1.0,100.0,9185
701,9186,,-61.3788,15.3034,St._Luke,Bath Estate & Elmshall,36281.5,Residential,Galvanized,V shape,Concrete,192.271,1.0,100.0,9186
702,9187,,-61.3788,15.3032,St._Luke,Bath Estate & Elmshall,42134.3,Residential,Concrete,Flat shape,Concrete,223.287,1.0,100.0,9187
703,9188,,-61.3787,15.3038,St._Luke,Bath Estate & Elmshall,30756.2,Residential,Galvanized,V shape,Concrete,162.99,1.0,100.0,9188
704,9189,,-61.3787,15.3036,St._Luke,Bath Estate & Elmshall,35682.8,Residential,Galvanized,V shape,Concrete,189.098,1.0,100.0,9189
705,9190,,-61.3787,15.3034,St._Luke,Bath Estate & Elmshall,27465.5,Residential,Galvanized,V shape,Concrete,145.551,1.0,100.0,9190
706,9191,,-61.3787,15.3032,St._Luke,Bath Estate & Elmshall,44240.9,Residential,Concrete,Flat shape,Concrete,234.451,1.0,100.0,9191
707,9194,,-61.3783,15.3035,St._Luke,Bath Estate & Elmshall,29433.8,Residential,Galvanized,V shape,Wood,155.982,1.0,100.0,9194
708,9195,,-61.3783,15.3033,St._Luke,Bath Estate & Elmshall,50553.1,Residential,Concrete,Flat shape,Concrete,267.902,1.0,100.0,9195
709,9198,,-61.3781,15.3035,St._Luke,Bath Estate & Elmshall,38425.9,Residential,Concrete,Flat shape,Concrete,203.635,1.0,100.0,9198
710,9199,,-61.3781,15.3033,St._Luke,Bath Estate & Elmshall,35809.6,Residential,Galvanized,V shape,Concrete,189.77,1.0,100.0,9199
711,9203,,-61.3779,15.3033,St._Luke,Bath Estate & Elmshall,37293.2,Residential,Galvanized,Bell shape,Concrete,197.632,1.0,100.0,9203
712,9228,,-61.3758,15.3027,St._Luke,Bath Estate & Elmshall,24981.0,Residential,Galvanized,V shape,Wood,132.385,1.0,100.0,9228
713,9229,,-61.3765,15.3017,St._Luke,Bath Estate & Elmshall,18235.0,Residential,Galvanized,V shape,Concrete,57.9809,1.0,100.0,9229
714,9230,,-61.3761,15.3026,St._Luke,Bath Estate & Elmshall,19702.9,Residential,Galvanized,V shape,Wood,62.6486,1.0,100.0,9230
715,9233,,-61.3798,15.3028,St._Luke,Bath Estate & Elmshall,22724.6,Residential,Galvanized,Bell shape,Concrete,120.427,2.0,100.0,9233
716,9234,,-61.3752,15.3016,St._Luke,Bath Estate & Elmshall,81331.3,Commercial,Concrete,Flat shape,Concrete,200.818,1.0,50.0,9234
717,9234,,-61.3752,15.3016,St._Luke,Bath Estate & Elmshall,81331.3,Commercial,Concrete,Flat shape,Concrete,200.818,2.0,50.0,9234
718,9359,Teachers' College,-61.3817,15.3043,St._Luke,Goodwill,53111.0,Govermental institute,Concrete,Flat shape,Concrete,212.444,1.0,100.0,9359
719,9360,Teachers' College,-61.3814,15.3042,St._Luke,Bath Estate & Elmshall,198343.0,Govermental institute,Concrete,Flat shape,Concrete,440.762,1.0,100.0,9360
720,9361,Teachers' College,-61.3812,15.304,St._Luke,Bath Estate & Elmshall,42174.5,Govermental institute,Concrete,Flat shape,Concrete,168.698,1.0,100.0,9361
721,9363,,-61.3814,15.3035,St._Luke,Roseau,491298.0,Commercial,Concrete,Flat shape,Concrete,590.148,2.0,83.33333333333334,9363
722,9363,,-61.3814,15.3035,St._Luke,Roseau,491298.0,Commercial,Concrete,Flat shape,Concrete,590.148,3.0,16.666666666666664,9363
723,9364,,-61.3812,15.3035,St._Luke,Roseau,49786.5,Residential,Galvanized,V shape,Concrete,177.587,2.0,100.0,9364
724,9365,,-61.3827,15.3036,St._Luke,Roseau,32981.8,Residential,Galvanized,V shape,Concrete,117.645,2.0,100.0,9365
725,9366,,-61.3825,15.3037,St._Luke,Roseau,64106.8,Residential,Galvanized,V shape,Wood,228.667,2.0,100.0,9366
726,9367,,-61.3822,15.3032,St._Luke,Roseau,39266.4,Residential,Galvanized,V shape,Concrete,84.037,1.0,100.0,9367
727,9368,Roseau_Primary_School,-61.3809,15.3034,St._Luke,Roseau,386209.0,School,Concrete,Flat shape,Concrete,772.419,2.0,100.0,9368
728,9373,,-61.3808,15.3041,St._Luke,Bath Estate & Elmshall,20764.4,Residential,Galvanized,V shape,Concrete,110.039,1.0,100.0,9373
729,9374,,-61.3808,15.304,St._Luke,Bath Estate & Elmshall,25008.2,Residential,Galvanized,V shape,Concrete,79.5174,1.0,100.0,9374
730,9375,,-61.3808,15.3039,St._Luke,Bath Estate & Elmshall,20968.2,Residential,Galvanized,V shape,Wood,111.119,1.0,100.0,9375
731,9376,,-61.3808,15.3038,St._Luke,Bath Estate & Elmshall,25604.1,Residential,Galvanized,Bell shape,Concrete,135.687,1.0,100.0,9376
732,9377,,-61.3816,15.302,St._Luke,Roseau,429989.0,Industry,Concrete,Flat shape,Concrete,735.023,1.0,100.0,9377
733,9378,,-61.3814,15.3013,St._Luke,Roseau,448149.0,Commercial,Concrete,Flat shape,Concrete,538.317,1.0,100.0,9378
734,9384,,-61.3857,15.3019,St._Luke,Roseau,271679.0,Other,Concrete,Flat shape,Concrete,319.622,1.0,100.0,9384
735,9386,,-61.3854,15.3013,St._Luke,Roseau,32478.0,Residential,Galvanized,V shape,Concrete,115.848,1.0,100.0,9386
736,9387,,-61.3852,15.3012,St._Luke,Roseau,148992.0,Commercial,Galvanized,V shape,Concrete,178.969,1.0,100.0,9387
737,9388,,-61.3852,15.3011,St._Luke,Roseau,84774.3,Residential,Galvanized,V shape,Concrete,101.831,1.0,100.0,9388
738,9389,,-61.3851,15.301,St._Luke,Roseau,121006.0,Residential,Galvanized,V shape,Concrete,145.353,1.0,100.0,9389
739,9390,,-61.3855,15.3012,St._Luke,Roseau,95647.6,Residential,Galvanized,V shape,Concrete,68.935,1.0,100.0,9390
740,9391,Urgent_Care_-_Dr._Sam_Christian,-61.3854,15.301,St._Luke,Roseau,92929.5,Commercial,Galvanized,Bell shape,Concrete,111.627,1.0,100.0,9391
741,9392,,-61.3853,15.3008,St._Luke,Roseau,126288.0,Residential,Galvanized,V shape,Concrete,91.0182,1.0,100.0,9392
742,9393,,-61.3854,15.3009,St._Luke,Roseau,165174.0,Commercial,Galvanized,V shape,Wood,198.407,1.0,100.0,9393
743,9394,,-61.3856,15.3011,St._Luke,Roseau,193441.0,Commercial,Concrete,Flat shape,Concrete,232.362,1.0,100.0,9394
744,9398,,-61.3855,15.3009,St._Luke,Roseau,131140.0,Commercial,Galvanized,V shape,Concrete,157.526,1.0,100.0,9398
745,9399,,-61.3858,15.301,St._Luke,Roseau,129582.0,Residential,Galvanized,V shape,Wood,93.3926,1.0,100.0,9399
746,9401,,-61.3857,15.3009,St._Luke,Roseau,79509.2,Residential,Galvanized,V shape,Wood,57.3039,1.0,100.0,9401
747,9403,,-61.3854,15.3006,St._Luke,Roseau,25582.1,Residential,Galvanized,V shape,Concrete,54.7503,1.0,100.0,9403
748,9404,,-61.3855,15.3006,St._Luke,Roseau,33005.6,Residential,Galvanized,V shape,Concrete,70.6382,1.0,100.0,9404
749,9405,,-61.3856,15.3005,St._Luke,Roseau,28111.0,Residential,Galvanized,V shape,Concrete,60.1625,1.0,100.0,9405
750,9406,,-61.3852,15.3007,St._Luke,Roseau,29572.4,Residential,Galvanized,V shape,Concrete,105.484,1.0,100.0,9406
751,9410,,-61.3853,15.3005,St._Luke,Roseau,53480.5,Residential,Galvanized,V shape,Concrete,38.5445,1.0,100.0,9410
752,9411,,-61.3855,15.3005,St._Luke,Roseau,45504.2,Residential,Galvanized,V shape,Wood,97.3873,1.0,100.0,9411
753,9412,,-61.3854,15.3004,St._Luke,Roseau,46598.4,Residential,Galvanized,V shape,Concrete,99.7291,1.0,100.0,9412
754,9413,,-61.3853,15.3004,St._Luke,Roseau,37265.8,Residential,Galvanized,V shape,Wood,132.926,1.0,100.0,9413
755,9415,,-61.3852,15.3005,St._Luke,Roseau,38402.3,Residential,Galvanized,V shape,Concrete,136.98,1.0,100.0,9415
756,9417,,-61.3851,15.3006,St._Luke,Roseau,37262.2,Residential,Galvanized,V shape,Wood,132.913,1.0,100.0,9417
757,9418,,-61.385,15.3005,St._Luke,Roseau,28304.4,Residential,Galvanized,V shape,Wood,60.5766,1.0,100.0,9418
758,9419,,-61.385,15.3002,St._Luke,Roseau,852456.0,Industry,Concrete,Flat shape,Concrete,1457.19,1.0,100.0,9419
759,9420,,-61.3854,15.3,St._Luke,Roseau,574398.0,Commercial,Concrete,Flat shape,Concrete,689.967,1.0,100.0,9420
760,9421,,-61.3856,15.3002,St._Luke,Roseau,307324.0,Commercial,Concrete,Flat shape,Concrete,369.158,1.0,100.0,9421
761,9422,,-61.3856,15.3003,St._Luke,Roseau,33900.2,Residential,Galvanized,V shape,Wood,72.5527,1.0,100.0,9422
762,9423,,-61.3858,15.3003,St._Luke,Roseau,35763.1,Residential,Galvanized,V shape,Wood,127.566,1.0,100.0,9423
763,9425,,-61.3858,15.3001,St._Luke,Roseau,40938.4,Residential,Galvanized,V shape,Wood,146.026,1.0,100.0,9425
764,9426,,-61.3861,15.3003,St._Luke,Roseau,29194.5,Residential,Galvanized,V shape,Wood,104.136,1.0,100.0,9426
765,9427,,-61.3862,15.3002,St._Luke,Roseau,78956.4,Residential,Concrete,Flat shape,Concrete,281.635,1.0,100.0,9427
766,9428,,-61.386,15.3002,St._Luke,Roseau,20390.1,Residential,Galvanized,V shape,Concrete,43.6385,1.0,100.0,9428
767,9429,,-61.386,15.3001,St._Luke,Roseau,38949.0,Residential,Galvanized,V shape,Wood,83.3579,1.0,100.0,9429
768,9430,,-61.3827,15.3014,St._Luke,Roseau,173796.0,Commercial,Concrete,Flat shape,Concrete,208.764,1.0,100.0,9430
769,9431,,-61.3827,15.302,St._Luke,Roseau,173301.0,Commercial,Galvanized,V shape,Wood,208.169,1.0,100.0,9431
770,9433,,-61.3827,15.3028,St._Luke,Roseau,688606.0,School,Concrete,Flat shape,Concrete,688.606,1.0,100.0,9433
771,9434,,-61.3828,15.3025,St._Luke,Roseau,257704.0,School,Concrete,Flat shape,Concrete,468.552,1.0,100.0,9434
772,9435,,-61.383,15.3025,St._Luke,Roseau,142495.0,School,Concrete,Flat shape,Concrete,259.081,1.0,100.0,9435
773,9437,stadium,-61.3833,15.3022,St._Luke,Roseau,267917.0,Other,Concrete,Flat shape,Concrete,315.197,1.0,100.0,9437
774,9438,stadium,-61.3834,15.3018,St._Luke,Roseau,542702.0,Other,Concrete,Flat shape,Concrete,271.351,1.0,100.0,9438
775,9439,stadium,-61.3834,15.302,St._Luke,Roseau,446691.0,Other,Concrete,Flat shape,Concrete,525.519,1.0,100.0,9439
776,9440,stadium,-61.3831,15.302,St._Luke,Roseau,370948.0,Other,Concrete,Flat shape,Concrete,436.409,1.0,100.0,9440
777,9441,,-61.384,15.3028,St._Luke,Roseau,34840.8,Residential,Concrete,Flat shape,Concrete,124.276,2.0,100.0,9441
778,9442,,-61.384,15.3027,St._Luke,Roseau,42505.8,Residential,Galvanized,V shape,Wood,90.9703,2.0,100.0,9442
779,9443,,-61.3838,15.3012,St._Luke,Roseau,39231.3,Residential,Galvanized,V shape,Wood,83.9624,1.0,100.0,9443
780,9444,,-61.3837,15.3011,St._Luke,Roseau,34654.6,Residential,Galvanized,V shape,Concrete,74.1672,1.0,100.0,9444
781,9445,,-61.3839,15.301,St._Luke,Roseau,232506.0,Commercial,Galvanized,V shape,Wood,279.287,1.0,100.0,9445
782,9446,,-61.3841,15.3009,St._Luke,Roseau,35236.1,Residential,Galvanized,V shape,Concrete,75.4118,1.0,100.0,9446
783,9447,,-61.3843,15.3008,St._Luke,Roseau,48710.8,Residential,Galvanized,V shape,Concrete,35.1069,1.0,100.0,9447
784,9453,,-61.3847,15.3005,St._Luke,Roseau,217424.0,Commercial,Concrete,Flat shape,Concrete,261.17,1.0,100.0,9453
785,9454,,-61.3849,15.3007,St._Luke,Roseau,41514.2,Residential,Galvanized,Bell shape,Concrete,88.848,1.0,100.0,9454
786,9464,,-61.3843,15.3004,St._Luke,Roseau,35941.4,Residential,Galvanized,Bell shape,Concrete,128.202,1.0,100.0,9464
787,9466,,-61.3841,15.3007,St._Luke,Roseau,37973.7,Residential,Galvanized,V shape,Concrete,81.2707,1.0,100.0,9466
788,9467,,-61.384,15.3006,St._Luke,Roseau,29169.0,Residential,Galvanized,V shape,Concrete,62.4269,1.0,100.0,9467
789,9469,,-61.384,15.3004,St._Luke,Roseau,25687.0,Residential,Galvanized,V shape,Concrete,54.9748,1.0,100.0,9469
790,9470,,-61.3841,15.3004,St._Luke,Roseau,34418.6,Residential,Galvanized,Bell shape,Concrete,122.77,1.0,100.0,9470
791,9473,,-61.3837,15.3002,St._Luke,Roseau,581497.0,Commercial,Galvanized,V shape,Wood,698.495,1.0,100.0,9473
792,9474,,-61.3837,15.3002,St._Luke,Roseau,30871.0,Residential,Galvanized,V shape,Concrete,110.116,1.0,100.0,9474
793,9475,,-61.3839,15.3003,St._Luke,Roseau,44445.0,Residential,Galvanized,V shape,Concrete,95.1206,1.0,100.0,9475
794,9476,,-61.384,15.3002,St._Luke,Roseau,39260.5,Residential,Galvanized,V shape,Concrete,140.041,1.0,100.0,9476
795,9477,,-61.3838,15.3022,St._Luke,Roseau,20230.8,Residential,Galvanized,V shape,Concrete,43.2977,1.0,100.0,9477
796,9478,,-61.3853,15.3012,St._Luke,Roseau,136960.0,Residential,Galvanized,V shape,Wood,98.7098,1.0,100.0,9478
797,9479,,-61.3853,15.3013,St._Luke,Roseau,32452.8,Residential,Galvanized,V shape,Wood,69.455,1.0,100.0,9479
798,9480,,-61.3861,15.301,St._Luke,Roseau,142273.0,Govermental institute,Concrete,Flat shape,Concrete,316.162,1.0,100.0,9480
799,9481,,-61.4246,15.4053,St._Joseph,St. Joseph Village,37629.8,Residential,Galvanized,V shape,Concrete,132.733,1.0,100.0,9481
800,9482,,-61.4247,15.4057,St._Joseph,St. Joseph Village,35161.9,Residential,Galvanized,V shape,Concrete,74.4168,1.0,100.0,9482
801,9485,,-61.4247,15.4051,St._Joseph,St. Joseph Village,33401.1,Residential,Galvanized,V shape,Concrete,117.817,1.0,100.0,9485
802,9495,,-61.4252,15.405,St._Joseph,St. Joseph Village,34232.1,Residential,Galvanized,Bell shape,Concrete,72.4491,1.0,100.0,9495
803,9496,,-61.4253,15.4049,St._Joseph,St. Joseph Village,24170.4,Residential,Galvanized,V shape,Concrete,51.1544,1.0,100.0,9496
804,9765,National_Telecoms_Regulatory_Commission,-61.3864,15.2978,St._Luke,Roseau,45223.0,Govermental institute,Galvanized,V shape,Concrete,180.892,1.0,100.0,9765
805,9833,,-61.3795,15.3123,St._Luke,Fond Cole,35259.9,Residential,Galvanized,V shape,Concrete,96.2087,1.0,100.0,9833
806,9964,,-61.384,15.3079,St._Luke,Tarish Pit,18514.8,Residential,Galvanized,V shape,Concrete,84.1583,1.0,100.0,9964
807,9966,,-61.3841,15.3079,St._Luke,Tarish Pit,12604.8,Residential,Galvanized,V shape,Concrete,57.2947,1.0,100.0,9966
808,10120,Kai Woshe Inn 2-star hotel,-61.2589,15.2727,St._Patrick,Delices,92626.9,Commercial,Galvanized,Bell shape,Concrete,200.231,1.0,100.0,10120
809,10207,,-61.3854,15.3141,St._Luke,Fond Cole,375918.0,Industry,Concrete,Flat shape,Concrete,1077.9,1.0,100.0,10207
810,10213,,-61.3856,15.3137,St._Luke,Fond Cole,33817.4,Residential,Galvanized,V shape,Concrete,153.788,1.0,100.0,10213
811,10217,,-61.3852,15.3136,St._Luke,Fond Cole,135947.0,Commercial,Concrete,Flat shape,Concrete,235.285,1.0,100.0,10217
812,10218,,-61.3857,15.3135,St._Luke,Fond Cole,29459.0,Residential,Galvanized,Bell shape,Concrete,133.968,1.0,100.0,10218
813,10219,,-61.385,15.3136,St._Luke,Fond Cole,377200.0,Commercial,Concrete,Flat shape,Concrete,652.825,1.0,100.0,10219
814,10221,,-61.3844,15.3135,St._Luke,Fond Cole,263511.0,Commercial,Concrete,Flat shape,Concrete,456.062,1.0,100.0,10221
815,10277,,-61.3815,15.313,St._Luke,Fond Cole,188207.0,Commercial,Galvanized,V shape,Wood,325.732,1.0,100.0,10277
816,10279,,-61.3821,15.3134,St._Luke,Fond Cole,241120.0,Commercial,Concrete,Flat shape,Concrete,417.309,1.0,100.0,10279
817,10280,,-61.3819,15.3134,St._Luke,Fond Cole,142841.0,Commercial,Concrete,Flat shape,Concrete,247.216,1.0,100.0,10280
818,10281,,-61.3818,15.3134,St._Luke,Fond Cole,33533.0,Residential,Galvanized,V shape,Concrete,91.4971,1.0,100.0,10281
819,10282,,-61.3817,15.3134,St._Luke,Fond Cole,32769.1,Residential,Galvanized,Bell shape,Concrete,89.4126,1.0,100.0,10282
820,10296,,-61.3819,15.3132,St._Luke,Fond Cole,24797.2,Residential,Galvanized,V shape,Wood,67.6608,1.0,100.0,10296
821,10297,,-61.3824,15.3135,St._Luke,Fond Cole,164856.0,Commercial,Concrete,Flat shape,Concrete,285.318,1.0,100.0,10297
822,10299,,-61.3818,15.313,St._Luke,Fond Cole,18482.6,Commercial,Galvanized,V shape,Wood,19.1928,1.0,100.0,10299
823,10318,,-61.3848,15.3135,St._Luke,Fond Cole,22068.3,Residential,Galvanized,V shape,Wood,60.2146,1.0,100.0,10318
824,10322,,-61.3833,15.3132,St._Luke,Fond Cole,379792.0,Industry,Concrete,Flat shape,Concrete,1089.01,1.0,100.0,10322
825,10348,,-61.3824,15.3134,St._Luke,Fond Cole,33124.0,Residential,Galvanized,V shape,Concrete,90.3812,1.0,100.0,10348
826,10358,,-61.3858,15.314,St._Luke,Fond Cole,21959.1,Residential,Galvanized,V shape,Concrete,59.9167,1.0,100.0,10358
827,10397,Zion Valley Bed and Breakfast,-61.27,15.2846,St._Patrick,Delices,55444.9,Commercial,Galvanized,V shape,Wood,71.9127,1.0,100.0,10397
828,10737,,-61.3875,15.299,St._Luke,Roseau,33966.1,Residential,Galvanized,V shape,Concrete,72.6936,1.0,100.0,10737
829,10738,,-61.3875,15.2989,St._Luke,Roseau,23635.0,Residential,Galvanized,V shape,Concrete,50.5833,1.0,100.0,10738
830,10739,Cherry_Lodge_Hotel,-61.3878,15.2989,St._Luke,Roseau,211590.0,Commercial,Concrete,Flat shape,Concrete,254.162,1.0,100.0,10739
831,10740,,-61.3876,15.2988,St._Luke,Roseau,37416.4,Residential,Galvanized,V shape,Concrete,133.463,1.0,100.0,10740
832,10741,,-61.3877,15.299,St._Luke,Roseau,38279.3,Residential,Galvanized,V shape,Concrete,136.541,1.0,100.0,10741
833,10742,,-61.3874,15.2989,St._Luke,Roseau,29683.2,Residential,Galvanized,Bell shape,Concrete,63.5275,1.0,100.0,10742
834,10743,,-61.3876,15.299,St._Luke,Roseau,167808.0,Commercial,Concrete,Flat shape,Concrete,201.571,1.0,100.0,10743
835,10744,,-61.3876,15.2987,St._Luke,Roseau,250428.0,Commercial,Concrete,Flat shape,Concrete,300.815,1.0,100.0,10744
836,10754,,-61.3842,15.3077,St._Luke,Tarish Pit,9290.36,Residential,Galvanized,V shape,Wood,42.2289,1.0,100.0,10754
837,10892,,-61.4632,15.5477,St._John,Picard,20913.7,Residential,Galvanized,V shape,Concrete,90.7321,1.0,100.0,10892
838,10903,,-61.4596,15.559,St._John,Picard,15425.6,Residential,Galvanized,V shape,Concrete,111.537,1.0,100.0,10903
839,10918,,-61.391,15.3424,St._Paul,Massacre & Checkhall,123164.0,Residential,Concrete,Flat shape,Concrete,526.342,1.0,100.0,10918
840,10919,,-61.3905,15.3422,St._Paul,Massacre & Checkhall,43094.1,Residential,Galvanized,Bell shape,Concrete,184.163,1.0,100.0,10919
841,10920,,-61.3903,15.3423,St._Paul,Massacre & Checkhall,72714.1,Residential,Concrete,Flat shape,Concrete,310.744,1.0,100.0,10920
842,10921,,-61.3904,15.3425,St._Paul,Massacre & Checkhall,24632.0,Residential,Galvanized,V shape,Concrete,105.265,1.0,100.0,10921
843,10923,,-61.3903,15.3425,St._Paul,Massacre & Checkhall,46158.1,Residential,Galvanized,V shape,Concrete,197.257,1.0,100.0,10923
844,10924,,-61.3901,15.3425,St._Paul,Massacre & Checkhall,63603.5,Residential,Concrete,Flat shape,Concrete,271.81,1.0,100.0,10924
845,10961,Astaphans Home & Building,-61.3865,15.3141,St._Luke,Fond Cole,920107.0,Commercial,Galvanized,V shape,Concrete,6369.75,1.0,100.0,10961
846,11001,,-61.3873,15.314,St._Luke,Fond Cole,85036.7,Residential,Galvanized,V shape,Concrete,147.174,1.0,100.0,11001
847,11002,,-61.3872,15.3139,St._Luke,Fond Cole,67916.0,Residential,Galvanized,V shape,Concrete,117.543,1.0,100.0,11002
848,11003,Maximum building supply,-61.3873,15.3135,St._Luke,Fond Cole,243959.0,Commercial,Galvanized,V shape,Concrete,844.444,1.0,100.0,11003
849,11147,,-61.3133,15.5225,St._Andrew,Marigot & Concord,21110.8,Residential,Galvanized,V shape,Wood,54.1302,1.0,100.0,11147
850,11186,,-61.3858,15.2992,St._Luke,Roseau,38324.8,Govermental institute,Galvanized,Bell shape,Concrete,153.299,1.0,100.0,11186
851,11187,,-61.3857,15.299,St._Luke,Roseau,30697.5,Residential,Galvanized,V shape,Concrete,109.497,1.0,100.0,11187
852,11188,Prima_Donna_Fetish,-61.3857,15.2991,St._Luke,Roseau,118788.0,Commercial,Galvanized,V shape,Concrete,85.613,1.0,100.0,11188
853,11189,,-61.3857,15.2991,St._Luke,Roseau,42235.0,Residential,Galvanized,V shape,Concrete,90.3903,1.0,100.0,11189
854,11371,,-61.3873,15.3078,St._Luke,Goodwill,18478.0,Residential,Galvanized,V shape,Wood,133.06,1.0,100.0,11371
855,11379,,-61.3871,15.3077,St._Luke,Goodwill,17502.8,Residential,Galvanized,V shape,Wood,126.037,1.0,100.0,11379
856,11380,,-61.3869,15.3076,St._Luke,Goodwill,22172.1,Residential,Galvanized,V shape,Concrete,95.7967,1.0,100.0,11380
857,11444,,-61.3851,15.3073,St._Luke,Goodwill,15306.3,Residential,Galvanized,V shape,Concrete,25.4786,1.0,100.0,11444
858,11497,,-61.2705,15.4263,St._David,Castle Bruce,58357.1,Residential,Galvanized,V shape,Wood,113.823,1.0,100.0,11497
859,11563,,-61.2679,15.4275,St._David,Castle Bruce,8491.25,Residential,Galvanized,V shape,Wood,23.8184,1.0,100.0,11563
860,11568,,-61.273,15.429,St._David,Castle Bruce,106884.0,Commercial,Concrete,Flat shape,Concrete,208.473,1.0,100.0,11568
861,11569,,-61.2658,15.4293,St._David,Castle Bruce,55296.8,Residential,Galvanized,Bell shape,Concrete,258.517,1.0,100.0,11569
862,11585,,-61.2587,15.43,St._David,Good Hope & Dix Pais & Tranto,11842.9,Residential,Galvanized,V shape,Wood,57.4199,1.0,100.0,11585
863,11587,,-61.258,15.4308,St._David,Good Hope & Dix Pais & Tranto,13590.5,Commercial,Galvanized,V shape,Wood,19.4845,1.0,100.0,11587
