,OBJECTID,NAME,X,Y,Parish,Community,Buil_Value,Occupancy,Roof_type,Roof_shape,Constr_typ,Area,class,exposed,geom_id
0,43,Dominica_Brewery_&_Beverages,-61.3621,15.2754,St._George,Loubiere & Fond Baron,363247.0,Industry,Concrete,Flat shape,Concrete,1546.39,1.0,100.0,43
1,45,,-61.4029,15.368,St._Paul,Mahaut,407614.0,Industry,Galvanized,V shape,Concrete,1891.04,1.0,66.66666666666666,45
2,45,,-61.4029,15.368,St._Paul,Mahaut,407614.0,Industry,Galvanized,V shape,Concrete,1891.04,2.0,33.33333333333333,45
3,46,,-61.4014,15.367,St._Paul,Mahaut,342151.0,Industry,Concrete,Flat shape,Concrete,3174.68,1.0,48.38709677419355,46
4,46,,-61.4014,15.367,St._Paul,Mahaut,342151.0,Industry,Concrete,Flat shape,Concrete,3174.68,2.0,51.61290322580645,46
5,47,,-61.4019,15.3682,St._Paul,Mahaut,346115.0,Industry,Galvanized,V shape,Concrete,3211.46,2.0,100.0,47
6,48,Belfast_Distillery,-61.4018,15.3657,St._Paul,Mahaut,246527.0,Industry,Galvanized,Bell shape,Concrete,1143.71,1.0,100.0,48
7,49,,-61.4017,15.3666,St._Paul,Mahaut,173578.0,Industry,Concrete,Flat shape,Concrete,805.279,2.0,100.0,49
8,50,,-61.4013,15.3659,St._Paul,Mahaut,212046.0,Industry,Concrete,Flat shape,Concrete,983.746,1.0,100.0,50
9,51,,-61.4018,15.3661,St._Paul,Mahaut,308937.0,Industry,Concrete,Flat shape,Concrete,1433.25,1.0,100.0,51
10,52,,-61.4021,15.3678,St._Paul,Mahaut,327160.0,Industry,Galvanized,V shape,Concrete,3035.59,1.0,63.33333333333333,52
11,52,,-61.4021,15.3678,St._Paul,Mahaut,327160.0,Industry,Galvanized,V shape,Concrete,3035.59,2.0,36.666666666666664,52
12,53,,-61.4018,15.3663,St._Paul,Mahaut,57045.3,Industry,Concrete,Flat shape,Concrete,79.3952,1.0,100.0,53
13,55,,-61.4029,15.3664,St._Paul,Mahaut,55598.1,Industry,Concrete,Flat shape,Concrete,77.381,1.0,100.0,55
14,57,,-61.4015,15.3662,St._Paul,Mahaut,63554.1,Industry,Concrete,Flat shape,Concrete,88.454,1.0,100.0,57
15,58,,-61.4027,15.3662,St._Paul,Mahaut,55532.1,Industry,Concrete,Flat shape,Concrete,77.2889,1.0,100.0,58
16,62,,-61.4028,15.3663,St._Paul,Mahaut,55586.5,Industry,Concrete,Flat shape,Concrete,77.3645,1.0,100.0,62
17,63,,-61.4015,15.3664,St._Paul,Mahaut,63171.7,Industry,Concrete,Flat shape,Concrete,87.9213,2.0,100.0,63
18,65,Fine Foods Inc-Biggest Distributor in Dominica,-61.3981,15.3742,St._Paul,Jimmit,598172.0,Industry,Galvanized,V shape,Concrete,4186.68,1.0,93.02325581395348,65
19,65,Fine Foods Inc-Biggest Distributor in Dominica,-61.3981,15.3742,St._Paul,Jimmit,598172.0,Industry,Galvanized,V shape,Concrete,4186.68,2.0,6.976744186046512,65
20,77,,-61.3898,15.3004,St._Luke,Roseau,210103.0,Commercial,Galvanized,V shape,Concrete,252.376,1.0,100.0,77
21,81,Jenassief_Building_Material_Dealers,-61.389,15.3074,St._Luke,Goodwill,286457.0,Commercial,Galvanized,V shape,Concrete,1589.44,1.0,100.0,81
22,85,Raffoul_&_Co.,-61.39,15.3002,St._Luke,Roseau,527709.0,Commercial,Galvanized,V shape,Concrete,1267.77,1.0,100.0,85
23,98,,-61.4336,15.4277,St._Joseph,St. Joseph Village,106627.0,Residential,Galvanized,Bell shape,Wood,911.344,1.0,90.0,98
24,98,,-61.4336,15.4277,St._Joseph,St. Joseph Village,106627.0,Residential,Galvanized,Bell shape,Wood,911.344,2.0,10.0,98
25,100,,-61.4327,15.4275,St._Joseph,St. Joseph Village,180542.0,Commercial,Galvanized,Bell shape,Wood,215.315,1.0,33.33333333333333,100
26,100,,-61.4327,15.4275,St._Joseph,St. Joseph Village,180542.0,Commercial,Galvanized,Bell shape,Wood,215.315,2.0,66.66666666666666,100
27,101,Macoucherie_Distillery,-61.4328,15.4277,St._Joseph,St. Joseph Village,713701.0,Industry,Galvanized,V shape,Concrete,566.429,2.0,100.0,101
28,116,,-61.382,15.3027,St._Luke,Roseau,151940.0,Govermental institute,Galvanized,V shape,Concrete,337.644,1.0,100.0,116
29,117,,-61.3853,15.3021,St._Luke,Roseau,576551.0,Other,Concrete,Flat shape,Concrete,1356.59,1.0,100.0,117
30,119,All_Saints_University_School_of_Medicine,-61.3883,15.3,St._Luke,Roseau,419525.0,School,Galvanized,V shape,Concrete,839.05,1.0,100.0,119
31,124,Stadium,-61.3849,15.3026,St._Luke,Roseau,496418.0,Other,Concrete,Flat shape,Concrete,248.209,1.0,100.0,124
32,126,Stadium,-61.3848,15.3011,St._Luke,Roseau,516188.0,Other,Concrete,Flat shape,Concrete,1214.56,1.0,100.0,126
33,131,Stadium,-61.3842,15.3026,St._Luke,Roseau,421743.0,Other,Concrete,Flat shape,Concrete,992.336,2.0,100.0,131
34,132,Financial_Centre,-61.386,15.3006,St._Luke,Roseau,554960.0,Govermental institute,Concrete,Flat shape,Concrete,1707.57,1.0,100.0,132
35,133,Government_Headquarters,-61.386,15.3013,St._Luke,Roseau,332855.0,Govermental institute,Concrete,Flat shape,Concrete,1024.17,1.0,100.0,133
36,138,around stadium,-61.3836,15.3012,St._Luke,Roseau,385527.0,Commercial,Galvanized,Bell shape,Wood,926.192,1.0,100.0,138
37,139,stadium,-61.3852,15.3015,St._Luke,Roseau,382599.0,Other,Concrete,Flat shape,Concrete,900.233,1.0,100.0,139
38,142,stadium,-61.3841,15.3012,St._Luke,Roseau,285929.0,Other,Concrete,Flat shape,Concrete,336.387,1.0,50.0,142
39,142,stadium,-61.3841,15.3012,St._Luke,Roseau,285929.0,Other,Concrete,Flat shape,Concrete,336.387,2.0,50.0,142
40,149,,-61.3823,15.2977,St._Luke,Roseau,162680.0,Commercial,Galvanized,V shape,Wood,195.411,1.0,100.0,149
41,150,,-61.3825,15.2972,St._Luke,Roseau,50827.5,Residential,Galvanized,V shape,Wood,181.3,1.0,100.0,150
42,151,,-61.3824,15.2975,St._Luke,Roseau,394739.0,Industry,Galvanized,V shape,Concrete,337.384,1.0,100.0,151
43,153,,-61.3823,15.298,St._Luke,Roseau,215549.0,Industry,Galvanized,V shape,Concrete,184.23,1.0,100.0,153
44,170,,-61.4352,15.4364,St._Joseph,Salisbury,25913.9,Residential,Galvanized,Bell shape,Wood,66.4458,1.0,100.0,170
45,176,,-61.4351,15.4365,St._Joseph,Salisbury,47524.2,Residential,Galvanized,V shape,Concrete,97.4856,1.0,100.0,176
46,196,,-61.4122,15.4035,St._Joseph,Warner,14323.9,Residential,Galvanized,Bell shape,Wood,100.097,2.0,100.0,196
47,201,,-61.4112,15.4032,St._Joseph,Warner,90070.9,Industry,Galvanized,V shape,Concrete,134.334,2.0,100.0,201
48,396,,-61.4607,15.5994,St._John,Savanne Paille & Tantanr,31697.8,Residential,Galvanized,V shape,Concrete,116.365,1.0,100.0,396
49,480,,-61.4609,15.5987,St._John,Savanne Paille & Tantanr,21679.3,Residential,Galvanized,V shape,Concrete,145.109,1.0,100.0,480
50,573,,-61.413,15.5846,St._Andrew,Dos D'Ane,99229.8,Commercial,Galvanized,Bell shape,Wood,225.933,1.0,100.0,573
51,584,,-61.4117,15.5838,St._Andrew,Dos D'Ane,101601.0,Commercial,Concrete,Flat shape,Concrete,231.333,1.0,100.0,584
52,585,,-61.4113,15.5834,St._Andrew,Dos D'Ane,18232.0,Residential,Galvanized,V shape,Wood,165.37,1.0,100.0,585
53,600,,-61.4127,15.5844,St._Andrew,Dos D'Ane,13958.3,Residential,Galvanized,Bell shape,Wood,126.606,1.0,100.0,600
54,605,,-61.4124,15.5853,St._Andrew,Dos D'Ane,12858.5,Residential,Galvanized,Bell shape,Wood,69.9782,1.0,100.0,605
55,608,,-61.4131,15.5849,St._Andrew,Dos D'Ane,13746.3,Residential,Galvanized,Bell shape,Concrete,74.8098,1.0,100.0,608
56,620,,-61.4112,15.5834,St._Andrew,Dos D'Ane,12014.8,Residential,Galvanized,V shape,Concrete,108.978,1.0,100.0,620
57,648,,-61.4108,15.5836,St._Andrew,Dos D'Ane,28338.6,Residential,Galvanized,Bell shape,Wood,38.714,1.0,100.0,648
58,673,,-61.4105,15.5837,St._Andrew,Dos D'Ane,15213.3,Residential,Galvanized,Bell shape,Wood,82.7933,1.0,100.0,673
59,674,,-61.4086,15.5853,St._Andrew,Dos D'Ane,16280.7,Residential,Galvanized,V shape,Concrete,88.6026,1.0,100.0,674
60,677,,-61.4118,15.5837,St._Andrew,Dos D'Ane,12660.9,Residential,Galvanized,Bell shape,Wood,114.838,1.0,100.0,677
61,679,,-61.4128,15.5851,St._Andrew,Dos D'Ane,12823.3,Residential,Galvanized,Bell shape,Concrete,116.311,1.0,100.0,679
62,700,,-61.4086,15.5867,St._Andrew,Dos D'Ane,8102.2,Residential,Galvanized,Bell shape,Wood,44.0936,1.0,100.0,700
63,715,,-61.4073,15.5859,St._Andrew,Paix Bouche,31560.5,Residential,Galvanized,Bell shape,Concrete,73.9555,1.0,100.0,715
64,717,,-61.4124,15.5857,St._Andrew,Dos D'Ane,21607.1,Residential,Galvanized,Bell shape,Concrete,195.983,1.0,100.0,717
65,927,,-61.3978,15.5993,St._Andrew,Thibaude,24981.1,Residential,Galvanized,Bell shape,Concrete,136.958,1.0,100.0,927
66,947,,-61.3969,15.5992,St._Andrew,Thibaude,88662.3,Commercial,Galvanized,Bell shape,Concrete,241.258,1.0,100.0,947
67,1104,Tina,-61.4546,15.5636,St._John,Picard,163294.0,Commercial,Galvanized,Bell shape,Concrete,459.335,1.0,100.0,1104
68,1105,Whitchurch_Supercentre_-IGA,-61.457,15.559,St._John,Picard,264869.0,Commercial,Galvanized,Bell shape,Concrete,1490.12,1.0,100.0,1105
69,1122,,-61.457,15.56,St._John,Picard,125860.0,Commercial,Galvanized,Bell shape,Concrete,354.036,1.0,100.0,1122
70,1130,,-61.4558,15.5688,St._John,Glanvillia,10628.3,Residential,Concrete,Flat shape,Concrete,146.395,1.0,100.0,1130
71,1135,,-61.458,15.5589,St._John,Picard,72916.2,Commercial,Galvanized,V shape,Concrete,205.109,1.0,100.0,1135
72,1140,,-61.4549,15.5598,St._John,Picard,81189.8,Commercial,Concrete,Flat shape,Concrete,228.382,1.0,100.0,1140
73,1152,,-61.4532,15.557,St._John,Picard,20179.1,Residential,Galvanized,Bell shape,Concrete,145.908,1.0,100.0,1152
74,1190,,-61.4527,15.5578,St._John,Picard,17349.7,Residential,Concrete,Flat shape,Concrete,75.2698,1.0,100.0,1190
75,1193,,-61.4532,15.5582,St._John,Picard,87626.8,Commercial,Galvanized,V shape,Concrete,246.489,1.0,100.0,1193
76,1196,,-61.4583,15.5582,St._John,Picard,23488.0,Residential,Galvanized,Bell shape,Concrete,169.834,1.0,100.0,1196
77,1207,,-61.4596,15.5597,St._John,Picard,22435.2,Residential,Galvanized,V shape,Wood,162.221,1.0,100.0,1207
78,1212,,-61.458,15.5601,St._John,Picard,109310.0,Commercial,Concrete,Flat shape,Concrete,307.483,1.0,100.0,1212
79,1214,,-61.454,15.5584,St._John,Picard,80657.6,Commercial,Galvanized,Bell shape,Concrete,226.885,1.0,100.0,1214
80,1215,M & S Rentals,-61.4571,15.5574,St._John,Picard,348064.0,Commercial,Galvanized,V shape,Concrete,580.106,1.0,100.0,1215
81,1226,,-61.4574,15.559,St._John,Picard,81970.5,Commercial,Galvanized,Bell shape,Concrete,230.578,1.0,100.0,1226
82,1233,,-61.4539,15.5601,St._John,Picard,19276.3,Residential,Galvanized,Bell shape,Concrete,139.38,1.0,100.0,1233
83,1241,,-61.4524,15.5581,St._John,Picard,14553.3,Residential,Galvanized,Bell shape,Concrete,105.23,1.0,100.0,1241
84,1243,,-61.4575,15.5586,St._John,Picard,19412.6,Residential,Galvanized,Bell shape,Concrete,140.366,1.0,100.0,1243
85,1265,,-61.4573,15.5576,St._John,Picard,174262.0,Commercial,Galvanized,V shape,Concrete,980.377,1.0,100.0,1265
86,1276,,-61.4578,15.5591,St._John,Picard,24971.9,Residential,Galvanized,Bell shape,Concrete,180.563,1.0,100.0,1276
87,1302,,-61.4577,15.5601,St._John,Picard,79119.4,Commercial,Galvanized,Bell shape,Concrete,222.558,1.0,100.0,1302
88,1308,,-61.4613,15.5506,St._John,Picard,15940.0,Residential,Galvanized,Bell shape,Concrete,115.257,1.0,100.0,1308
89,1315,,-61.4587,15.5589,St._John,Picard,22159.7,Residential,Galvanized,Bell shape,Concrete,160.229,1.0,100.0,1315
90,1343,Silverlining_Apartments,-61.4535,15.558,St._John,Picard,88772.7,Residential,Galvanized,Bell shape,Concrete,641.885,1.0,100.0,1343
91,1372,,-61.4585,15.5583,St._John,Picard,52633.2,Residential,Galvanized,Bell shape,Concrete,148.054,1.0,100.0,1372
92,1373,,-61.4592,15.5527,St._John,Picard,28707.8,Residential,Concrete,Flat shape,Concrete,207.576,1.0,100.0,1373
93,1374,,-61.4579,15.5604,St._John,Picard,73438.8,Commercial,Galvanized,Bell shape,Concrete,206.579,1.0,100.0,1374
94,1401,,-61.4579,15.5588,St._John,Picard,20597.2,Residential,Galvanized,Bell shape,Concrete,148.931,1.0,100.0,1401
95,1422,,-61.4581,15.5534,St._John,Picard,22218.6,Residential,Galvanized,Bell shape,Concrete,96.3928,1.0,100.0,1422
96,1425,,-61.4528,15.5578,St._John,Picard,20496.1,Residential,Galvanized,Bell shape,Concrete,88.92,1.0,100.0,1425
97,1432,,-61.4615,15.5515,St._John,Picard,46383.5,Residential,Galvanized,Bell shape,Wood,130.474,1.0,100.0,1432
98,1441,,-61.4557,15.5686,St._John,Glanvillia,11206.0,Residential,Galvanized,Bell shape,Concrete,92.6115,1.0,100.0,1441
99,1469,,-61.4599,15.5595,St._John,Picard,23293.6,Residential,Galvanized,V shape,Wood,168.428,1.0,100.0,1469
100,1471,,-61.4541,15.5585,St._John,Picard,79670.8,Commercial,Galvanized,Bell shape,Concrete,224.109,1.0,100.0,1471
101,1485,,-61.455,15.5601,St._John,Picard,25998.6,Residential,Galvanized,Bell shape,Concrete,187.987,1.0,100.0,1485
102,1486,,-61.4536,15.5683,St._John,Glanvillia,6817.29,Residential,Galvanized,Bell shape,Wood,56.3412,1.0,100.0,1486
103,1556,,-61.4583,15.5586,St._John,Picard,13838.0,Residential,Galvanized,Bell shape,Concrete,100.058,1.0,100.0,1556
104,1586,,-61.4526,15.5577,St._John,Picard,19106.8,Residential,Galvanized,Bell shape,Concrete,82.8932,1.0,100.0,1586
105,1611,,-61.4547,15.5602,St._John,Picard,24285.1,Residential,Concrete,Flat shape,Concrete,175.597,1.0,100.0,1611
106,1616,,-61.4616,15.5513,St._John,Picard,47622.4,Residential,Concrete,Flat shape,Concrete,133.959,1.0,100.0,1616
107,1646,,-61.3538,15.2295,St._Mark,Galion,84963.5,Commercial,Galvanized,Bell shape,Concrete,219.544,1.0,100.0,1646
108,1709,RiverSide_Caffe,-61.2488,15.3425,St._David,La Plaine,66940.5,Commercial,Galvanized,Bell shape,Concrete,114.11,1.0,100.0,1709
109,1710,,-61.271,15.3725,St._David,Grand Fond,13700.3,Residential,Galvanized,Bell shape,Wood,49.3706,1.0,100.0,1710
110,1973,,-61.3984,15.3728,St._Paul,Jimmit,27530.2,Residential,Galvanized,V shape,Concrete,156.067,2.0,100.0,1973
111,1975,,-61.3986,15.3729,St._Paul,Jimmit,30412.4,Residential,Galvanized,V shape,Concrete,172.406,2.0,100.0,1975
112,1976,,-61.3979,15.3733,St._Paul,Jimmit,99252.6,Commercial,Galvanized,Bell shape,Wood,228.561,1.0,50.0,1976
113,1976,,-61.3979,15.3733,St._Paul,Jimmit,99252.6,Commercial,Galvanized,Bell shape,Wood,228.561,2.0,50.0,1976
114,1978,,-61.3987,15.3725,St._Paul,Jimmit,122393.0,Commercial,Concrete,Flat shape,Concrete,281.849,2.0,100.0,1978
115,1979,,-61.3922,15.3763,St._Paul,Jimmit,29635.9,Residential,Galvanized,Bell shape,Concrete,168.004,1.0,100.0,1979
116,1980,,-61.3979,15.3735,St._Paul,Jimmit,19447.6,Residential,Galvanized,Bell shape,Wood,66.1484,1.0,100.0,1980
117,1982,,-61.393,15.3765,St._Paul,Jimmit,23086.9,Residential,Galvanized,Bell shape,Wood,130.878,1.0,100.0,1982
118,1983,,-61.4008,15.3704,St._Paul,Jimmit,23352.0,Residential,Galvanized,Bell shape,Concrete,32.2653,2.0,100.0,1983
119,1985,,-61.3984,15.3731,St._Paul,Jimmit,13858.1,Residential,Galvanized,V shape,Concrete,47.1363,2.0,100.0,1985
120,1988,,-61.39,15.3781,St._Paul,Jimmit,192846.0,Commercial,Concrete,Flat shape,Concrete,444.089,1.0,100.0,1988
121,1989,,-61.3958,15.376,St._Paul,Jimmit,26846.0,Residential,Galvanized,Bell shape,Concrete,91.3131,1.0,100.0,1989
122,1990,,-61.3981,15.373,St._Paul,Jimmit,68193.3,Commercial,Galvanized,Bell shape,Concrete,157.037,2.0,100.0,1990
123,1992,,-61.3928,15.3768,St._Paul,Jimmit,30041.1,Residential,Galvanized,Bell shape,Concrete,170.301,1.0,100.0,1992
124,1993,,-61.3978,15.3734,St._Paul,Jimmit,21438.6,Residential,Galvanized,Bell shape,Wood,72.9204,1.0,100.0,1993
125,1994,,-61.3928,15.3765,St._Paul,Jimmit,18609.5,Residential,Galvanized,Bell shape,Concrete,105.496,1.0,100.0,1994
126,1997,,-61.3985,15.374,St._Paul,Jimmit,28908.4,Residential,Galvanized,V shape,Concrete,163.88,2.0,100.0,1997
127,1998,,-61.3987,15.3728,St._Paul,Jimmit,34834.1,Residential,Galvanized,V shape,Concrete,197.472,2.0,100.0,1998
128,2008,,-61.4184,15.3967,St._Joseph,St. Joseph Village,380030.0,Commercial,Concrete,Flat shape,Concrete,453.226,1.0,100.0,2008
129,2017,,-61.4188,15.3969,St._Joseph,St. Joseph Village,164016.0,Commercial,Galvanized,Bell shape,Wood,195.607,1.0,100.0,2017
130,2021,,-61.4183,15.3969,St._Joseph,St. Joseph Village,47499.0,Residential,Galvanized,Bell shape,Concrete,167.545,1.0,100.0,2021
131,2026,,-61.4186,15.3972,St._Joseph,St. Joseph Village,232162.0,Commercial,Concrete,Flat shape,Concrete,276.878,1.0,100.0,2026
132,2028,Ruin,-61.3959,15.4122,St._Joseph,Warner,51397.4,Commercial,Galvanized,V shape,Wood,110.532,1.0,100.0,2028
133,2032,,-61.3952,15.4124,St._Joseph,Warner,22093.2,Residential,Galvanized,V shape,Concrete,154.39,1.0,100.0,2032
134,2036,,-61.3914,15.4146,St._Joseph,Warner,106870.0,Residential,Galvanized,Bell shape,Concrete,194.31,1.0,100.0,2036
135,2040,,-61.396,15.4121,St._Joseph,Warner,23187.8,Residential,Galvanized,V shape,Wood,162.039,1.0,100.0,2040
136,2041,,-61.3958,15.4125,St._Joseph,Warner,20451.3,Residential,Galvanized,Bell shape,Concrete,85.7496,1.0,100.0,2041
137,2129,,-61.4558,15.5753,St._John,Portsmouth,44353.3,Residential,Concrete,Flat shape,Concrete,168.965,1.0,100.0,2129
138,2132,,-61.4554,15.5748,St._John,Portsmouth,26956.9,Residential,Galvanized,V shape,Concrete,102.693,1.0,100.0,2132
139,2215,,-61.4571,15.5778,St._John,Portsmouth,23759.3,Residential,Galvanized,Bell shape,Concrete,54.3069,1.0,100.0,2215
140,2229,,-61.4513,15.5759,St._John,Portsmouth,38200.6,Residential,Concrete,Flat shape,Concrete,87.3157,1.0,100.0,2229
141,2321,,-61.4512,15.5751,St._John,Portsmouth,41179.4,Residential,Concrete,Flat shape,Concrete,94.1244,1.0,100.0,2321
142,2323,,-61.4519,15.5751,St._John,Portsmouth,19631.4,Commercial,Galvanized,V shape,Wood,13.8738,1.0,100.0,2323
143,2326,,-61.4507,15.5754,St._John,Portsmouth,26349.0,Residential,Galvanized,Bell shape,Concrete,60.2259,1.0,100.0,2326
144,2335,,-61.4568,15.5783,St._John,Portsmouth,31063.2,Residential,Galvanized,Bell shape,Concrete,21.9528,1.0,100.0,2335
145,2339,,-61.4575,15.5781,St._John,Portsmouth,119267.0,Residential,Galvanized,Bell shape,Concrete,140.479,1.0,100.0,2339
146,2357,,-61.4523,15.5747,St._John,Portsmouth,39733.1,Residential,Galvanized,Bell shape,Concrete,90.8186,1.0,100.0,2357
147,2379,,-61.4508,15.5754,St._John,Portsmouth,28749.3,Residential,Galvanized,Bell shape,Concrete,109.521,1.0,100.0,2379
148,2405,,-61.4518,15.5756,St._John,Portsmouth,23563.8,Residential,Galvanized,Bell shape,Concrete,53.8602,1.0,100.0,2405
149,2412,,-61.4514,15.5753,St._John,Portsmouth,36742.1,Residential,Galvanized,V shape,Concrete,139.97,1.0,100.0,2412
150,2414,,-61.4522,15.5748,St._John,Portsmouth,26227.6,Commercial,Galvanized,V shape,Concrete,18.5354,1.0,100.0,2414
151,2444,,-61.4511,15.5751,St._John,Portsmouth,41879.8,Residential,Galvanized,V shape,Concrete,95.725,1.0,100.0,2444
152,2469,,-61.4517,15.5758,St._John,Portsmouth,31310.5,Residential,Galvanized,Bell shape,Concrete,71.5669,1.0,100.0,2469
153,2488,,-61.4573,15.5782,St._John,Portsmouth,87411.3,Residential,Galvanized,Bell shape,Concrete,102.958,1.0,100.0,2488
154,2506,,-61.4534,15.5746,St._John,Portsmouth,19737.3,Church,Galvanized,V shape,Concrete,59.2118,1.0,100.0,2506
155,2530,,-61.4512,15.5753,St._John,Portsmouth,30528.8,Residential,Concrete,Flat shape,Concrete,116.3,1.0,100.0,2530
156,2535,,-61.4509,15.5756,St._John,Portsmouth,40969.4,Residential,Galvanized,Bell shape,Concrete,156.074,1.0,100.0,2535
157,2541,,-61.4572,15.5778,St._John,Portsmouth,93291.5,Residential,Galvanized,Bell shape,Concrete,109.884,1.0,100.0,2541
158,2545,Anglican_Church,-61.4565,15.5788,St._John,Portsmouth,66126.8,Church,Galvanized,V shape,Concrete,165.317,1.0,100.0,2545
159,2555,,-61.4515,15.5759,St._John,Portsmouth,29533.1,Residential,Galvanized,Bell shape,Concrete,112.507,1.0,100.0,2555
160,2560,,-61.4516,15.5752,St._John,Portsmouth,49134.5,Residential,Concrete,Flat shape,Concrete,187.179,1.0,100.0,2560
161,2572,,-61.4567,15.5782,St._John,Portsmouth,26176.4,Residential,Galvanized,Bell shape,Concrete,59.8317,1.0,100.0,2572
162,2588,,-61.4519,15.5758,St._John,Portsmouth,30078.6,Residential,Concrete,Flat shape,Concrete,114.585,1.0,100.0,2588
163,2617,,-61.4505,15.5755,St._John,Portsmouth,18460.8,Residential,Galvanized,V shape,Concrete,42.196,1.0,100.0,2617
164,2625,,-61.4508,15.5759,St._John,Portsmouth,39635.4,Residential,Concrete,Flat shape,Concrete,90.5953,1.0,100.0,2625
165,2653,,-61.4512,15.5755,St._John,Portsmouth,30289.1,Residential,Galvanized,V shape,Concrete,115.387,1.0,100.0,2653
166,2660,Portsmouth_Town_Council,-61.4553,15.5737,St._John,Portsmouth,65683.5,Govermental institute,Concrete,Flat shape,Concrete,262.734,1.0,100.0,2660
167,2700,Dominica Electricity Services Limited,-61.4552,15.5735,St._John,Portsmouth,310803.0,Commercial,Galvanized,V shape,Concrete,366.081,1.0,100.0,2700
168,2729,,-61.4604,15.5552,St._John,Picard,130671.0,Commercial,Galvanized,V shape,Wood,367.57,1.0,100.0,2729
169,3084,,-61.4601,15.5993,St._John,Savanne Paille & Tantanr,16564.0,Residential,Galvanized,V shape,Wood,66.5219,1.0,100.0,3084
170,3092,,-61.459,15.5988,St._John,Savanne Paille & Tantanr,11222.3,Residential,Galvanized,V shape,Wood,45.0696,1.0,100.0,3092
171,3118,,-61.3459,15.5934,St._Andrew,Calibishie,82927.4,Commercial,Galvanized,Bell shape,Concrete,184.283,1.0,100.0,3118
172,3167,,-61.3458,15.5931,St._Andrew,Calibishie,29718.5,Residential,Galvanized,V shape,Wood,39.6247,1.0,100.0,3167
173,3174,Calibishie Gardens Restaurant,-61.3454,15.5939,St._Andrew,Calibishie,28671.6,Commercial,Galvanized,Bell shape,Concrete,83.7125,1.0,100.0,3174
174,3205,,-61.3456,15.5939,St._Andrew,Calibishie,21010.3,Residential,Galvanized,V shape,Concrete,102.24,1.0,100.0,3205
175,3207,,-61.3458,15.5934,St._Andrew,Calibishie,59411.2,Residential,Galvanized,V shape,Wood,79.2152,1.0,100.0,3207
176,3222,Melville_Hall_Airport,-61.3002,15.5456,St._Andrew,Marigot & Concord,483673.0,Other,Galvanized,V shape,Concrete,2276.11,1.0,100.0,3222
177,3256,Melville_Hall_Airport,-61.2996,15.5458,St._Andrew,Marigot & Concord,290202.0,Other,Galvanized,V shape,Concrete,341.414,1.0,100.0,3256
178,3268,Melville_Hall_Airport,-61.3016,15.5452,St._Andrew,Marigot & Concord,376358.0,Other,Galvanized,V shape,Concrete,442.774,1.0,100.0,3268
179,3271,Last Flight Bar & Grill,-61.2989,15.5463,St._Andrew,Marigot & Concord,255468.0,Commercial,Galvanized,V shape,Concrete,811.009,1.0,100.0,3271
180,3274,,-61.2993,15.546,St._Andrew,Marigot & Concord,21658.1,Residential,Galvanized,V shape,Wood,55.5336,1.0,100.0,3274
181,3279,,-61.2941,15.5476,St._Andrew,Marigot & Concord,37896.7,Residential,Galvanized,V shape,Concrete,36.0921,1.0,100.0,3279
182,3312,,-61.2762,15.4941,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,14339.4,Residential,Galvanized,V shape,Wood,113.805,1.0,100.0,3312
183,3316,,-61.2777,15.4989,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,15034.8,Residential,Galvanized,V shape,Concrete,71.5944,1.0,100.0,3316
184,3317,,-61.277,15.4997,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,20863.2,Residential,Galvanized,V shape,Concrete,27.6517,1.0,100.0,3317
185,3320,,-61.2766,15.4938,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,29699.3,Residential,Galvanized,Bell shape,Concrete,39.3629,1.0,100.0,3320
186,3321,,-61.2773,15.4989,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,19718.9,Residential,Galvanized,Bell shape,Concrete,93.8993,1.0,100.0,3321
187,3322,,-61.2762,15.4934,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,16912.5,Residential,Galvanized,Bell shape,Concrete,134.226,1.0,100.0,3322
188,3323,,-61.2773,15.4966,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,19371.4,Residential,Galvanized,V shape,Wood,92.2449,1.0,100.0,3323
189,3324,,-61.2775,15.4975,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,14106.0,Commercial,Galvanized,V shape,Wood,18.6959,1.0,100.0,3324
190,3328,,-61.2773,15.4988,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,17994.1,Residential,Galvanized,Bell shape,Concrete,142.81,1.0,100.0,3328
191,3329,,-61.2776,15.4976,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,12779.8,Residential,Galvanized,V shape,Wood,60.856,1.0,100.0,3329
192,3331,,-61.2772,15.4959,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,124461.0,Commercial,Concrete,Flat shape,Concrete,274.93,1.0,100.0,3331
193,3335,,-61.2765,15.494,St._Andrew,Salybia & St. Cyr & Gaulette & Sineku,18032.4,Residential,Galvanized,Bell shape,Concrete,143.114,1.0,100.0,3335
194,3338,Bush_Bar,-61.4501,15.5709,St._John,Portsmouth,560044.0,Commercial,Galvanized,V shape,Wood,659.651,1.0,100.0,3338
